DATE,PCE_PC1,CPIAUCSL_PC1,CPILFESL_PC1
2012-05-01,3.13525,1.73794,2.25226
2012-06-01,2.75835,1.65387,2.19229
2012-07-01,2.65757,1.41751,2.10996
2012-08-01,2.84364,1.68593,1.93525
2012-09-01,2.98705,1.94972,2.00824
2012-10-01,3.09639,2.15568,1.99465
2012-11-01,3.43858,1.79602,1.95285
2012-12-01,3.35928,1.75950,1.89969
2013-01-01,3.26334,1.68406,1.90980
2013-02-01,2.76048,2.01814,1.98874
2013-03-01,2.69422,1.51875,1.88902
2013-04-01,2.38326,1.13881,1.71556
2013-05-01,2.86005,1.39039,1.64555
2013-06-01,3.22663,1.71579,1.62310
2013-07-01,3.22961,1.88547,1.70022
2013-08-01,3.17113,1.53881,1.78211
2013-09-01,3.06700,1.09473,1.75194
2013-10-01,3.23774,0.87680,1.68684
2013-11-01,3.43609,1.23287,1.74167
2013-12-01,3.68476,1.51284,1.74086
2014-01-01,2.90071,1.55776,1.60703
2014-02-01,3.06807,1.12047,1.55481
2014-03-01,3.82813,1.61269,1.64566
2014-04-01,4.26554,2.01513,1.82106
2014-05-01,4.29003,2.16695,1.94553
2014-06-01,4.55996,2.05898,1.92286
2014-07-01,4.67615,1.97424,1.84496
2014-08-01,5.05935,1.71510,1.73640
2014-09-01,4.76590,1.68405,1.74095
2014-10-01,4.92868,1.60954,1.81763
2014-11-01,4.50941,1.23152,1.74159
2014-12-01,4.33789,0.65312,1.62242
2015-01-01,4.21374,-0.22993,1.63163
2015-02-01,4.12223,-0.08703,1.68808
2015-03-01,3.87125,-0.02203,1.74538
2015-04-01,3.79858,-0.10403,1.80283
2015-05-01,3.96450,0.03503,1.75094
2015-06-01,3.76169,0.17957,1.77727
2015-07-01,3.86832,0.22569,1.83463
2015-08-01,3.44218,0.24130,1.85063
2015-09-01,3.29403,0.00884,1.89710
2015-10-01,2.73691,0.12762,1.91353
2015-11-01,2.80787,0.43632,1.99743
2015-12-01,2.94227,0.63872,2.07151
2016-01-01,3.40855,1.23750,2.14502
2016-02-01,3.61405,0.84728,2.22257
2016-03-01,2.96400,0.89162,2.14243
2016-04-01,3.29590,1.17263,2.15665
2016-05-01,3.07363,1.07848,2.25456
2016-06-01,3.43925,1.07929,2.26221
2016-07-01,3.16865,0.86836,2.17014
2016-08-01,3.16145,1.05532,2.30873
2016-09-01,3.71537,1.54864,2.27112
2016-10-01,3.80882,1.68592,2.20456
2016-11-01,3.78163,1.68433,2.14542
2016-12-01,4.44828,2.05080,2.19712
2017-01-01,4.69386,2.51039,2.25021
2017-02-01,4.25266,2.81036,2.23535
2017-03-01,4.80897,2.44120,2.04585
2017-04-01,4.42215,2.17622,1.89657
2017-05-01,4.10347,1.85634,1.73709
2017-06-01,3.88023,1.64057,1.69912
2017-07-01,3.97125,1.72511,1.67696
2017-08-01,3.96071,1.92812,1.65524
2017-09-01,4.44242,2.18057,1.59539
2017-10-01,4.51154,2.02076,1.75964
2017-11-01,5.02288,2.17249,1.73761
2017-12-01,5.07616,2.12993,1.77017
2018-01-01,4.89601,2.15132,1.89127
2018-02-01,4.96852,2.26347,1.87770
2018-03-01,4.97188,2.33095,2.12278
2018-04-01,5.08155,2.47100,2.15064
2018-05-01,5.56564,2.78192,2.27300
2018-06-01,5.33224,2.80755,2.24552
2018-07-01,5.36443,2.85412,2.26760
2018-08-01,5.41122,2.64292,2.12089
2018-09-01,4.47557,2.33206,2.19768
2018-10-01,4.72653,2.49203,2.12641
2018-11-01,4.59581,2.14733,2.21538
2018-12-01,2.82085,2.00238,2.24853
2019-01-01,2.81027,1.48759,2.17943
2019-02-01,2.74262,1.51886,2.14109
2019-03-01,3.24000,1.88319,2.06656
2019-04-01,3.17884,2.00058,2.09134
2019-05-01,3.13412,1.79591,1.97243
2019-06-01,3.30787,1.67119,2.07460
2019-07-01,3.55640,1.82633,2.16570
2019-08-01,3.65135,1.73764,2.32114
2019-09-01,3.83655,1.68450,2.33001
2019-10-01,3.55675,1.73397,2.33781
2019-11-01,3.64120,2.09229,2.35470
2019-12-01,4.90834,2.31953,2.29060
2020-01-01,5.16240,2.51226,2.27484
2020-02-01,4.92508,2.33974,2.37991
2020-03-01,-3.13973,1.52314,2.10309
2020-04-01,-14.35745,0.34988,1.45002
2020-05-01,-7.59651,0.21622,1.23714
2020-06-01,-2.53002,0.70177,1.17988
2020-07-01,-1.29010,1.01876,1.55462
2020-08-01,-0.66985,1.30060,1.71027
2020-09-01,0.68290,1.37308,1.70658
2020-10-01,0.81253,1.20317,1.62660
2020-11-01,-0.01908,1.16954,1.66411
2020-12-01,0.41041,1.30495,1.62394
2021-01-01,1.56321,1.39510,1.39634
2021-02-01,0.92838,1.67293,1.27561
2021-03-01,13.51845,2.61863,1.64490
2021-04-01,29.65089,4.14874,2.96054
2021-05-01,19.91186,4.92636,3.77946
2021-06-01,14.83842,5.31509,4.41846
2021-07-01,13.06046,5.25758,4.20349
2021-08-01,13.01045,5.17531,3.95059
2021-09-01,11.89969,5.36101,4.02008
2021-10-01,12.99983,6.21904,4.58370
2021-11-01,14.07623,6.86253,4.97320
2021-12-01,13.49430,7.17658,5.50455
2022-01-01,12.23675,7.56977,6.06053
2022-02-01,13.72406,7.94892,6.45242
2022-03-01,9.87380,8.54743,6.47607
2022-04-01,9.18627,8.25186,6.15716
2022-05-01,9.40717,8.53300,6.01755
2022-06-01,8.94869,8.98974,5.90342
2022-07-01,8.70297,8.44982,5.90176
2022-08-01,8.50383,8.21881,6.29980
2022-09-01,8.56826,8.19827,6.64045
2022-10-01,7.83265,7.75194,6.29494
2022-11-01,6.87449,7.11947,5.96310
2022-12-01,6.81223,6.41150,5.68051
2023-01-01,7.94027,6.36212,5.54302
2023-02-01,7.62837,5.96552,5.49348
2023-03-01,6.27194,4.93509,5.56011
2023-04-01,6.08475,4.94106,5.51572
2023-05-01,5.88445,4.12069,5.33225
2023-06-01,5.32991,3.05326,4.85522
2023-07-01,5.91807,3.27178,4.70760
2023-08-01,5.42273,3.71872,4.41280
2023-09-01,5.54651,3.69406,4.14370
2023-10-01,4.99858,3.24579,4.02170
2023-11-01,5.53919,3.13948,4.01509
2023-12-01,5.94474,3.32316,3.91012
2024-01-01,4.52341,3.10598,3.87468
