quarter,nominal_gdp,gdp_deflator
2008q1,14373.9,1.0753353432733095
2008q2,14497.8,1.080691449315334
2008q3,14546.7,1.0917175750116326
2008q4,14347.3,1.091721897138161
2009q1,14178,1.096909960233339
2009q2,14151.2,1.0968647056543814
2009q3,14242.1,1.0978262545286364
2009q4,14453.8,1.0991900832731283
